"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","26","21","0","0","5.2","2.6","0.15","0","5.2","0","0"
"4","26","22","0","0","3.9","2.6","0.15","0","3.9","0","0"
"4","26","23","0","0","2.8","2.4","0.15","0","2.8","0","0"
"4","27","0","0","0","1.8","2.3","0.15","0","1.8","0","0"
"4","27","1","0","0","0.7","2.1","0.15","0","0.7","0","0"
"4","27","2","0","0","0.3","2.3","0.15","0","0.3","0","0"
"4","27","3","0","0","-0.2","2.4","0.15","0","-0.2","0","0"
"4","27","4","0","2","-0.6","2.6","0.15","1.94","-0.559","3.717","0"
"4","27","5","0","33","1.1","2.6","0.15","30.557","1.856","97.466","78.159"
"4","27","6","70","95","2.7","2.6","0.15","103.252","5.277","351.809","323.488"
"4","27","7","36","153","4.4","2.6","0.15","163.86","8.529","579.952","543.548"
"4","27","8","99","203","5.8","3.4","0.15","259.261","11.511","920.848","872.364"
"4","27","9","117","257","7.2","4.3","0.15","353.759","14.012","1245.696","1185.702"
"4","27","10","84","325","8.6","5.1","0.15","408.53","15.671","1423.624","1357.325"
"4","27","11","87","353","8.2","5.3","0.15","449.084","15.778","1562.21","1491.001"
"4","27","12","87","359","7.8","5.5","0.15","457.418","15.334","1593.13","1520.825"
"4","27","13","85","344","7.4","5.7","0.15","435.079","14.403","1521.668","1451.895"
"4","27","14","82","308","6.5","5.3","0.15","384.125","12.99","1352.716","1288.929"
"4","27","15","97","243","5.6","5","0.15","310.72","11.058","1105.028","1050.019"
"4","27","16","87","178","4.7","4.6","0.15","219.753","8.771","785.876","742.175"
"4","27","17","9","128","4.1","4.3","0.15","125.016","6.511","442.583","411.046"
"4","27","18","0","56","3.4","3.9","0.15","52.518","4.469","179.304","157.096"
"4","27","19","0","10","2.8","3.6","0.15","9.45","2.97","19.113","2.582"
"4","27","20","0","0","2.1","2.4","0.15","0","0","0","0"
"4","27","21","0","0","1.5","1.2","0.15","0","1.5","0","0"
"4","27","22","0","0","0.8","0","0.15","0","0.8","0","0"
"4","27","23","0","0","0.8","0.3","0.15","0","0.8","0","0"
"4","28","0","0","0","0.7","0.7","0.15","0","0.7","0","0"
"4","28","1","0","0","0.7","1","0.15","0","0.7","0","0"
"4","28","2","0","0","0.5","0.7","0.15","0","0.5","0","0"
"4","28","3","0","0","0.3","0.3","0.15","0","0.3","0","0"
"4","28","4","0","2","0.1","0","0.15","1.94","0.178","3.703","0"
"4","28","5","0","24","1","0","0.15","22.718","2.061","72.236","53.822"
"4","28","6","7","85","1.8","0","0.15","81.454","5.659","283.249","257.358"
"4","28","7","36","155","2.7","0","0.15","165.868","10.568","582.747","546.244"
"4","28","8","113","222","3.8","0.3","0.15","287.415","16.185","1005.577","954.091"
"4","28","9","120","315","5","0.7","0.15","412.447","20.789","1418.591","1352.47"
"4","28","10","252","316","6.1","1","0.15","545.712","25.398","1850.702","1769.27"
"4","28","11","223","337","5.8","1.9","0.15","562.064","21.966","1924.534","1840.486"
"4","28","12","95","397","5.4","2.7","0.15","508.393","17.929","1755.568","1677.507"
"4","28","13","65","360","5.1","3.6","0.15","435.884","14.365","1522.705","1452.895"
"4","28","14","83","310","5.1","3.4","0.15","386.941","13.596","1359.447","1295.422"
"4","28","15","97","245","5.1","3.3","0.15","312.828","12.092","1108.117","1052.998"
"4","28","16","88","180","5.1","3.1","0.15","222.355","10.242","791.018","747.135"
"4","28","17","9","131","4.8","2.8","0.15","127.872","7.911","450.649","418.827"
"4","28","18","0","58","4.4","2.4","0.15","54.364","5.817","185.072","162.66"
"4","28","19","0","11","4.1","2.1","0.15","10.397","4.343","20.981","4.383"
"4","28","20","0","0","3","2.3","0.15","0","0","0","0"
"4","28","21","0","0","1.9","2.4","0.15","0","1.9","0","0"
"4","28","22","0","0","0.8","2.6","0.15","0","0.8","0","0"
"4","28","23","0","0","1.2","2.9","0.15","0","1.2","0","0"
"4","29","0","0","0","1.6","3.3","0.15","0","1.6","0","0"
"4","29","1","0","0","2","3.6","0.15","0","2","0","0"
"4","29","2","0","0","2.2","3.6","0.15","0","2.2","0","0"
"4","29","3","0","0","2.3","3.6","0.15","0","2.3","0","0"
"4","29","4","0","1","2.5","3.6","0.15","0.97","2.518","0","0"
"4","29","5","0","17","3.1","4","0.15","16.073","3.419","50.452","32.81"
"4","29","6","0","57","3.7","4.5","0.15","53.975","4.713","186.39","163.931"
"4","29","7","0","109","4.4","4.9","0.15","104.077","6.254","366.76","337.91"
"4","29","8","7","159","5","5.3","0.15","157.588","7.667","556.515","520.942"
"4","29","9","5","207","5.6","5.8","0.15","205.767","8.876","723.886","682.382"
"4","29","10","8","240","6.2","6.2","0.15","242.682","9.89","850.24","804.259"
"4","29","11","15","311","7.2","6","0.15","324.12","12.235","1130.833","1074.909"
"4","29","12","41","349","8.3","5.9","0.15","404.037","14.649","1404.295","1338.681"
"4","29","13","64","361","9.3","5.7","0.15","435.841","16.312","1511.225","1441.822"
"4","29","14","87","342","9.8","5.7","0.15","425.953","16.662","1481.384","1413.038"
"4","29","15","206","240","10.4","5.7","0.15","385.769","16.633","1354.447","1290.599"
"4","29","16","186","194","10.9","5.7","0.15","289.952","15.591","1020.649","968.629"
"4","29","17","92","131","9.6","5","0.15","157.454","12.359","541.961","506.903"
"4","29","18","4","64","8.3","4.3","0.15","60.29","9.459","202.543","179.512"
"4","29","19","0","12","7","3.6","0.15","11.344","7.21","23.899","7.198"
"4","29","20","0","0","6.8","4.1","0.15","0","0","0","0"
"4","29","21","0","0","6.7","4.6","0.15","0","6.7","0","0"
"4","29","22","0","0","6.5","5.1","0.15","0","6.5","0","0"
"4","29","23","0","0","6.3","5.1","0.15","0","6.3","0","0"
"4","30","0","0","0","6","5.1","0.15","0","6","0","0"
"4","30","1","0","0","5.8","5.1","0.15","0","5.8","0","0"
"4","30","2","0","0","5.4","4.4","0.15","0","5.4","0","0"
"4","30","3","0","0","5","3.8","0.15","0","5","0","0"
"4","30","4","0","2","4.6","3.1","0.15","1.94","4.638","3.614","0"
"4","30","5","0","21","5.2","3.6","0.15","19.866","5.619","62.698","44.622"
"4","30","6","0","82","5.7","4.1","0.15","77.318","7.233","268.091","242.737"
"4","30","7","65","149","6.3","4.6","0.15","171.297","9.47","604.045","566.787"
"4","30","8","183","214","7.6","4.8","0.15","324.357","13.455","1152.08","1095.403"
"4","30","9","326","245","9","4.9","0.15","498.672","17.88","1749.794","1671.937"
"4","30","10","492","226","10.3","5.1","0.15","665.648","21.855","2302.867","2205.413"
"4","30","11","451","261","11.3","4.9","0.15","702.932","23.8","2405.061","2303.986"
"4","30","12","380","293","12.3","4.8","0.15","670.539","24.371","2284.359","2187.561"
"4","30","13","313","297","13.3","4.6","0.15","601.429","24.414","2047.688","1959.276"
"4","30","14","322","255","13.2","4.6","0.15","531.893","23.041","1826.489","1745.915"
"4","30","15","282","223","13","4.6","0.15","424.912","20.872","1473.889","1405.809"
"4","30","16","161","207","12.9","4.6","0.15","291.193","18.297","1013.674","961.902"
"4","30","17","66","129","11.9","4.8","0.15","145.479","14.518","497.028","463.562"
"4","30","18","0","55","10.6","4.9","0.15","51.737","11.519","172.065","150.113"
"4","30","19","0","8","10","5.1","0.15","7.555","10.119","17.143","0.682"
"4","30","20","0","0","9.4","5.5","0.15","0","0","0","0"
"4","30","21","0","0","9","5.8","0.15","0","9","0","0"
"4","30","22","0","0","8.9","6.2","0.15","0","8.9","0","0"
"4","30","23","0","0","9","6","0.15","0","9","0","0"
"5","1","0","0","0","9.2","3.8","0.16","0","9.2","0","0"
"5","1","1","0","0","9.4","3.6","0.16","0","9.4","0","0"
"5","1","2","0","0","9.5","3.4","0.16","0","9.5","0","0"
"5","1","3","0","0","9.4","3.3","0.16","0","9.4","0","0"
"5","1","4","0","4","9.2","3.1","0.16","3.879","9.276","7.297","0"
"5","1","5","30","40","9.1","4.1","0.16","36.979","9.823","116.726","96.736"
"5","1","6","222","94","10","5.2","0.16","136.901","12.298","439.18","407.764"
"5","1","7","375","144","10.7","6.2","0.16","299.508","15.264","1042.266","989.48"
"5","1","8","552","150","11.1","6.7","0.16","481.231","18.091","1706.077","1629.77"
"5","1","9","673","145","11.6","7.2","0.16","654.767","20.632","2293.569","2196.444"
"5","1","10","795","105","12","7.7","0.16","787.153","22.341","2731.778","2619.126"
"5","1","11","826","106","12.5","7","0.16","868.7","24.708","2978.217","2856.833"
"5","1","12","834","105","13.1","6.4","0.16","880.618","26.269","2999.934","2877.78"
"5","1","13","821","104","13.6","5.7","0.16","843.989","27.248","2869.528","2751.995"
"5","1","14","685","157","13.8","5.7","0.16","726.563","25.552","2490.964","2386.845"
"5","1","15","445","214","14.1","5.7","0.16","530.781","22.687","1838.925","1757.91"
"5","1","16","174","206","14.3","5.7","0.16","297.006","19.104","1031.501","979.097"
"5","1","17","255","118","13.4","4.7","0.16","199.571","17.018","668.447","628.907"
"5","1","18","88","80","12.5","3.6","0.16","85.133","14.286","269.964","244.544"
"5","1","19","0","21","11.6","2.6","0.16","19.892","12.069","51.068","33.404"
"5","1","20","0","0","9.5","1.7","0.16","0","0","0","0"
"5","1","21","0","0","7.5","0.9","0.16","0","7.5","0","0"
"5","1","22","0","0","5.4","0","0.16","0","5.4","0","0"
"5","1","23","0","0","5.1","0.5","0.16","0","5.1","0","0"
"5","2","0","0","0","4.8","1","0.16","0","4.8","0","0"
"5","2","1","0","0","4.5","1.5","0.16","0","4.5","0","0"
"5","2","2","0","0","4","1.5","0.16","0","4","0","0"
"5","2","3","0","0","3.5","1.5","0.16","0","3.5","0","0"
"5","2","4","0","6","3","1.5","0.16","5.819","3.155","11.519","0"
"5","2","5","82","39","5","2.4","0.16","34.952","5.893","108.591","88.889"
"5","2","6","131","111","7.1","3.2","0.16","133.283","10.093","445.211","413.581"
"5","2","7","177","157","9.1","4.1","0.16","227.633","13.608","794.625","750.614"
"5","2","8","118","250","10.7","4.4","0.16","320.601","16.797","1120.1","1064.556"
"5","2","9","185","257","12.2","4.8","0.16","403.391","19.468","1396.574","1331.234"
"5","2","10","137","298","13.8","5.1","0.16","431.723","21.274","1476.138","1407.978"
"5","2","11","464","272","15.1","4.9","0.16","728.563","28.054","2451.345","2348.63"
"5","2","12","662","205","16.5","4.8","0.16","847.498","31.776","2817.196","2701.518"
"5","2","13","780","123","17.8","4.6","0.16","831.159","33.197","2760.181","2646.523"
"5","2","14","745","119","18.9","5.1","0.16","730.933","31.61","2452.097","2349.355"
"5","2","15","658","125","20","5.7","0.16","583.232","29.448","1980.469","1894.439"
"5","2","16","527","126","21.1","6.2","0.16","402.833","27.274","1376.777","1312.138"
"5","2","17","368","106","20.2","6","0.16","227.41","23.716","739.153","697.108"
"5","2","18","125","79","19.4","5.9","0.16","89.518","20.781","271.34","245.871"
"5","2","19","0","22","18.5","5.7","0.16","20.84","18.82","54.389","36.607"
"5","2","20","0","0","17.1","5","0.16","0","0","0","0"
"5","2","21","0","0","15.6","4.3","0.16","0","15.6","0","0"
"5","2","22","0","0","14.2","3.6","0.16","0","14.2","0","0"
"5","2","23","0","0","13.1","3.3","0.16","0","13.1","0","0"
"5","3","0","0","0","11.9","2.9","0.16","0","11.9","0","0"
"5","3","1","0","0","10.8","2.6","0.16","0","10.8","0","0"
"5","3","2","0","0","10.3","2.6","0.16","0","10.3","0","0"
"5","3","3","0","0","9.9","2.6","0.16","0","9.9","0","0"
"5","3","4","0","7","9.4","2.6","0.16","6.789","9.545","13.108","0"
"5","3","5","76","42","12.1","2.9","0.16","39.2","13.017","119.467","99.379"
"5","3","6","247","93","14.9","3.3","0.16","142.985","18.028","447.939","416.212"
"5","3","7","409","131","17.6","3.6","0.16","302.782","24.049","1019.658","967.673"
"5","3","8","541","141","19.3","4.3","0.16","468.504","28.361","1596.516","1524.091"
"5","3","9","489","200","20.9","5","0.16","579.398","31.095","1941.973","1857.307"
"5","3","10","283","300","22.6","5.7","0.16","565.786","31.724","1872.259","1790.063"
"5","3","11","519","251","23.1","5.9","0.16","756.095","35.026","2478.55","2374.871"
"5","3","12","664","198","23.6","6","0.16","843.174","36.758","2749.036","2635.772"
"5","3","13","769","129","24.1","6.2","0.16","829.648","36.777","2715.727","2603.643"
"5","3","14","741","121","24.1","6.4","0.16","731.408","35.047","2420.295","2318.68"
"5","3","15","661","125","24.1","6.5","0.16","586.586","32.797","1965.722","1880.215"
"5","3","16","535","125","24.1","6.7","0.16","407.02","30.015","1376.98","1312.334"
"5","3","17","364","108","22.4","6.5","0.16","228.96","25.754","739.455","697.399"
"5","3","18","110","80","20.8","6.4","0.16","88.784","22.1","270.191","244.763"
"5","3","19","0","20","19.1","6.2","0.16","18.936","19.378","50.741","33.089"
"5","3","20","0","1","18.1","5.5","0.16","0.97","18.114","0","0"
"5","3","21","0","0","17.1","4.8","0.16","0","17.1","0","0"
"5","3","22","0","0","16.1","4.1","0.16","0","16.1","0","0"
"5","3","23","0","0","15.1","3.8","0.16","0","15.1","0","0"
"5","4","0","0","0","14.1","3.4","0.16","0","14.1","0","0"
"5","4","1","0","0","13.1","3.1","0.16","0","13.1","0","0"
"5","4","2","0","0","12.2","3.8","0.16","0","12.2","0","0"
"5","4","3","0","0","11.3","4.4","0.16","0","11.3","0","0"
"5","4","4","0","8","10.4","5.1","0.16","7.759","10.514","15.004","0"
"5","4","5","89","43","10.7","5.3","0.16","39.332","11.35","119.444","99.357"
"5","4","6","259","94","11.1","5.5","0.16","147.429","13.485","470.783","438.247"
"5","4","7","424","130","11.4","5.7","0.16","309.158","16.385","1073.326","1019.44"
"5","4","8","580","138","12.2","5.7","0.16","492.691","20.186","1733.355","1656.081"
"5","4","9","704","127","12.9","5.7","0.16","662.966","23.632","2296.588","2199.357"
"5","4","10","754","133","13.7","5.7","0.16","792.392","26.513","2702.404","2590.793"
"5","4","11","814","113","14.2","5.9","0.16","871.125","27.961","2947.452","2827.158"
"5","4","12","823","112","14.7","6","0.16","890.265","28.605","3002.589","2880.341"
"5","4","13","814","109","15.2","6.2","0.16","848.351","28.165","2871.759","2754.147"
"5","4","14","779","106","16","6","0.16","746.642","27.676","2542.838","2436.881"
"5","4","15","675","124","16.8","5.9","0.16","596.227","26.239","2049.2","1960.734"
"5","4","16","423","181","17.6","5.7","0.16","407.965","24.209","1407.133","1341.418"
"5","4","17","324","125","16.8","5.5","0.16","230.963","20.59","765.604","722.621"
"5","4","18","85","85","16","5.3","0.16","90.059","17.502","284.59","258.651"
"5","4","19","0","19","15.2","5.1","0.16","17.983","15.502","50.214","32.58"
"5","4","20","0","1","13.4","4.4","0.16","0.97","13.416","0","0"
"5","4","21","0","0","11.7","3.8","0.16","0","11.7","0","0"
"5","4","22","0","0","9.9","3.1","0.16","0","9.9","0","0"
"5","4","23","0","0","9.7","3.4","0.16","0","9.7","0","0"
"5","5","0","0","0","9.6","3.8","0.16","0","9.6","0","0"
"5","5","1","0","0","9.4","4.1","0.16","0","9.4","0","0"
"5","5","2","0","0","8.8","3.4","0.16","0","8.8","0","0"
"5","5","3","0","0","8.1","2.8","0.16","0","8.1","0","0"
"5","5","4","0","8","7.5","2.1","0.16","7.759","7.682","15.22","0"
"5","5","5","95","45","9.2","2.4","0.16","41.638","10.261","126.893","106.543"
"5","5","6","259","95","10.9","2.8","0.16","149.235","14.452","476.07","443.347"
"5","5","7","419","133","12.6","3.1","0.16","311.316","19.782","1067.962","1014.266"
"5","5","8","571","142","14.8","4.3","0.16","493.038","24.335","1706.863","1630.527"
"5","5","9","691","132","16.9","5.5","0.16","660.587","27.846","2251.111","2155.491"
"5","5","10","737","141","19.1","6.7","0.16","788.721","30.529","2647.777","2538.101"
"5","5","11","787","128","20.3","7.4","0.16","865.181","31.983","2880.882","2762.946"
"5","5","12","793","128","21.4","8","0.16","882.337","32.659","2928.162","2808.552"
"5","5","13","783","125","22.6","8.7","0.16","840.466","32.684","2794.355","2679.486"
"5","5","14","753","119","22.9","8","0.16","741.672","32.376","2479.001","2375.306"
"5","5","15","671","124","23.1","7.4","0.16","594.891","31.152","2005.818","1918.89"
"5","5","16","549","124","23.4","6.7","0.16","418.334","29.48","1419.703","1353.544"
"5","5","17","385","108","22.2","5.8","0.16","237.698","25.962","768.699","725.607"
"5","5","18","137","84","21","5","0.16","96.878","22.665","292.661","266.436"
"5","5","19","0","26","19.8","4.1","0.16","24.505","20.273","69.164","50.859"
"5","5","20","0","1","18.1","3.8","0.16","0.97","18.117","0","0"
"5","5","21","0","0","16.5","3.4","0.16","0","16.5","0","0"
"5","5","22","0","0","14.8","3.1","0.16","0","14.8","0","0"
"5","5","23","0","0","13.9","2.9","0.16","0","13.9","0","0"
"5","6","0","0","0","13.1","2.8","0.16","0","13.1","0","0"
"5","6","1","0","0","12.2","2.6","0.16","0","12.2","0","0"
"5","6","2","0","0","11.3","2.8","0.16","0","11.3","0","0"
"5","6","3","0","0","10.4","2.9","0.16","0","10.4","0","0"
"5","6","4","0","9","9.5","3.1","0.16","8.729","9.671","17.049","0.59"
"5","6","5","74","47","10.9","2.8","0.16","44.473","11.959","137.19","116.475"
"5","6","6","135","112","12.3","2.4","0.16","136.977","15.84","449.24","417.468"
"5","6","7","110","191","13.7","2.1","0.16","232.711","20.142","794.656","750.644"
"5","6","8","397","192","15.3","3.1","0.16","440.773","25.506","1510.275","1440.906"
"5","6","9","600","172","17","4.1","0.16","637.843","29.663","2153.547","2061.384"
"5","6","10","724","147","18.6","5.1","0.16","785.987","32.254","2619.954","2511.264"
"5","6","11","775","134","19.5","5.5","0.16","862.459","33.765","2850.971","2734.095"
"5","6","12","783","133","20.4","5.8","0.16","880.146","34.456","2899.592","2780.994"
"5","6","13","773","130","21.3","6.2","0.16","838.565","34.111","2771.607","2657.544"
"5","6","14","737","126","21.4","6","0.16","740.528","32.976","2467.964","2364.66"
"5","6","15","645","134","21.6","5.9","0.16","589.389","30.929","1987.29","1901.018"
"5","6","16","481","147","21.7","5.7","0.16","405.292","28.27","1379.151","1314.428"
"5","6","17","288","125","20.8","4.7","0.16","220.425","24.799","720.07","678.7"
"5","6","18","57","83","19.8","3.6","0.16","85.085","21.597","268.157","242.801"
"5","6","19","0","17","18.9","2.6","0.16","16.082","19.296","45.328","27.868"
"5","6","20","0","1","17.6","2.6","0.16","0.97","17.621","0","0"
"5","6","21","0","0","16.3","2.6","0.16","0","16.3","0","0"
"5","6","22","0","0","15","2.6","0.16","0","15","0","0"
"5","6","23","0","0","14.3","2.2","0.16","0","14.3","0","0"
"5","7","0","0","0","13.5","1.9","0.16","0","13.5","0","0"
"5","7","1","0","0","12.8","1.5","0.16","0","12.8","0","0"
"5","7","2","0","0","12.4","1.9","0.16","0","12.4","0","0"
"5","7","3","0","0","11.9","2.2","0.16","0","11.9","0","0"
"5","7","4","0","9","11.5","2.6","0.16","8.729","11.686","16.877","0.425"
"5","7","5","70","49","12.4","3.1","0.16","46.336","13.45","142.803","121.889"
"5","7","6","230","101","13.3","3.6","0.16","149.831","16.44","479.949","447.088"
"5","7","7","395","140","14.2","4.1","0.16","310.555","20.349","1064.52","1010.945"
"5","7","8","567","144","15","4.6","0.16","495.621","24.202","1715.703","1639.055"
"5","7","9","690","135","15.7","5.2","0.16","666.222","27.144","2275.046","2178.578"
"5","7","10","744","140","16.5","5.7","0.16","796.489","29.376","2684.462","2573.486"
"5","7","11","775","135","16.3","6.7","0.16","865.004","28.826","2913.286","2794.203"
"5","7","12","683","185","16","7.7","0.16","851.436","27.163","2879.06","2761.189"
"5","7","13","503","246","15.8","8.7","0.16","727.313","24.512","2482.056","2378.252"
"5","7","14","517","205","15.5","8.2","0.16","647.102","23.609","2225.491","2130.779"
"5","7","15","437","201","15.1","7.7","0.16","516.881","21.889","1793.542","1714.135"
"5","7","16","369","167","14.8","7.2","0.16","363.752","19.821","1272.928","1211.969"
"5","7","17","251","146","14","7.4","0.16","229.074","17.075","776.365","733.001"
"5","7","18","115","92","13.3","7.5","0.16","101.52","14.634","323.364","296.051"
"5","7","19","0","30","12.5","7.7","0.16","28.038","12.861","84.538","65.688"
"5","7","20","0","2","10.8","6.5","0.16","1.94","10.824","3.491","0"
"5","7","21","0","0","9","5.3","0.16","0","9","0","0"
"5","7","22","0","0","7.3","4.1","0.16","0","7.3","0","0"
"5","7","23","0","0","6.2","3.6","0.16","0","6.2","0","0"
"5","8","0","0","0","5.2","3.1","0.16","0","5.2","0","0"
"5","8","1","0","0","4.1","2.6","0.16","0","4.1","0","0"
"5","8","2","0","0","3.7","2.8","0.16","0","3.7","0","0"
"5","8","3","0","0","3.3","2.9","0.16","0","0","0","0"
"5","8","4","0","11","2.9","3.1","0.16","10.407","3.103","21.124","4.521"
"5","8","5","155","43","4.3","3.3","0.16","44.034","5.245","130.106","109.641"
"5","8","6","239","111","5.6","3.4","0.16","162.007","9.106","537.466","502.568"
"5","8","7","387","156","7","3.6","0.16","324.002","13.908","1139.934","1083.688"
"5","8","8","448","206","8","3.6","0.16","487.051","18.415","1716.233","1639.565"
"5","8","9","453","240","9.1","3.6","0.16","600.089","21.91","2077.493","1988.025"
"5","8","10","258","337","10.1","3.6","0.16","577.188","22.389","1975.16","1889.318"
"5","8","11","313","356","10.5","4.8","0.16","678.133","22.695","2315.788","2217.876"
"5","8","12","406","319","11","6","0.16","727.974","22.34","2493.827","2389.607"
"5","8","13","445","294","11.4","7.2","0.16","727.971","21.404","2507.998","2403.276"
"5","8","14","367","290","11.4","7.7","0.16","609.824","19.391","2120.652","2029.655"
"5","8","15","281","262","11.3","8.2","0.16","469.151","17.178","1647.111","1572.893"
"5","8","16","120","246","11.3","8.7","0.16","307.624","14.991","1082.549","1028.335"
"5","8","17","187","149","10.8","7.5","0.16","208.761","13.579","718.463","677.15"
"5","8","18","87","93","10.2","6.3","0.16","98.579","11.669","322.166","294.896"
"5","8","19","0","31","9.7","5.1","0.16","28.965","10.194","89.292","70.273"
"5","8","20","0","2","8.8","4.9","0.16","1.94","8.829","3.531","0"
"5","8","21","0","0","8","4.8","0.16","0","8","0","0"
"5","8","22","0","0","7.1","4.6","0.16","0","7.1","0","0"
"5","8","23","0","0","7.1","4.1","0.16","0","7.1","0","0"
"5","9","0","0","0","7","3.6","0.16","0","7","0","0"
"5","9","1","0","0","7","3.1","0.16","0","7","0","0"
"5","9","2","0","0","7.1","2.9","0.16","0","7.1","0","0"
"5","9","3","0","0","7.3","2.8","0.16","0","0","0","0"
"5","9","4","0","11","7.4","2.6","0.16","10.405","7.622","20.667","4.08"
"5","9","5","95","51","8.5","3.6","0.16","49.915","9.54","154.294","132.973"
"5","9","6","262","102","9.5","4.7","0.16","159.76","12.364","519.816","485.543"
"5","9","7","379","159","10.6","5.7","0.16","321.359","15.787","1123.041","1067.393"
"5","9","8","548","163","11.3","5.7","0.16","503.662","19.458","1772.909","1694.234"
"5","9","9","661","158","12.1","5.7","0.16","672.247","22.975","2328.641","2230.273"
"5","9","10","705","171","12.8","5.7","0.16","800.308","25.732","2730.472","2617.866"
"5","9","11","809","119","13.5","5.7","0.16","880.975","27.734","2979.235","2857.815"
"5","9","12","816","119","14.2","5.7","0.16","899.096","28.725","3026.827","2903.72"
"5","9","13","805","117","14.9","5.7","0.16","856.612","28.744","2889.281","2771.048"
"5","9","14","781","110","14.7","5.5","0.16","759.878","27.283","2588.376","2480.805"
"5","9","15","685","126","14.5","5.3","0.16","611.754","24.887","2111.124","2020.464"
"5","9","16","439","185","14.3","5.1","0.16","424.665","21.693","1479.659","1411.375"
"5","9","17","330","138","13.4","4.8","0.16","249.47","17.87","841.858","796.174"
"5","9","18","129","97","12.6","4.4","0.16","108.796","14.632","346.882","318.737"
"5","9","19","0","34","11.7","4.1","0.16","31.535","12.316","97.357","78.053"
"5","9","20","0","3","9","3.1","0.16","2.91","9.057","5.4","0"
"5","9","21","0","0","6.4","2","0.16","0","6.4","0","0"
"5","9","22","0","0","3.7","1","0.16","0","3.7","0","0"
"5","9","23","0","0","2.6","1","0.16","0","2.6","0","0"
"5","10","0","0","0","1.6","1","0.16","0","1.6","0","0"
"5","10","1","0","0","0.5","1","0.16","0","0.5","0","0"
"5","10","2","0","0","0.1","0.8","0.16","0","0.1","0","0"
"5","10","3","0","0","-0.3","0.7","0.16","0","0","0","0"
"5","10","4","0","8","-0.7","0.5","0.16","7.56","-0.441","15.385","0"
"5","10","5","0","46","3","1.5","0.16","43.062","4.348","145.185","124.186"
"5","10","6","13","111","6.6","2.6","0.16","107.503","9.307","373.23","344.151"
"5","10","7","40","182","10.3","3.6","0.16","194.552","14.451","676.056","636.246"
"5","10","8","100","230","11.8","4.8","0.16","289.449","17.017","1005.506","954.022"
"5","10","9","77","307","13.3","6","0.16","371.201","19.079","1276.062","1214.992"
"5","10","10","81","353","14.8","7.2","0.16","435.284","20.767","1484.173","1415.729"
"5","10","11","143","337","14.9","7.2","0.16","491.402","21.637","1673.401","1598.251"
"5","10","12","143","342","15.1","7.2","0.16","499.461","21.946","1698.22","1622.192"
"5","10","13","140","328","15.2","7.2","0.16","474.73","21.71","1616.793","1543.649"
"5","10","14","134","297","16.2","7.4","0.16","421.252","21.87","1436.07","1369.33"
"5","10","15","67","282","17.1","7.5","0.16","331.652","21.524","1129.451","1073.575"
"5","10","16","65","212","18.1","7.7","0.16","243.81","21.298","830.602","785.316"
"5","10","17","21","151","17.4","7.4","0.16","150.903","19.437","510.119","476.19"
"5","10","18","3","79","16.8","7","0.16","74.282","17.842","245.398","220.848"
"5","10","19","0","23","16.1","6.7","0.16","21.773","16.411","65.266","47.099"
"5","10","20","0","3","14.2","5.3","0.16","2.91","14.242","5.247","0"
"5","10","21","0","0","12.4","4","0.16","0","12.4","0","0"
"5","10","22","0","0","10.5","2.6","0.16","0","10.5","0","0"
"5","10","23","0","0","9.4","2.6","0.16","0","9.4","0","0"
"5","11","0","0","0","8.3","2.6","0.16","0","8.3","0","0"
"5","11","1","0","0","7.2","2.6","0.16","0","7.2","0","0"
"5","11","2","0","0","7","2.4","0.16","0","7","0","0"
"5","11","3","0","0","6.9","2.3","0.16","0","0","0","0"
"5","11","4","0","9","6.7","2.1","0.16","8.507","6.899","16.796","0.347"
"5","11","5","0","51","6.9","4","0.16","47.44","7.85","158.483","137.013"
"5","11","6","66","118","7.1","5.8","0.16","127.185","9.121","437.25","405.902"
"5","11","7","178","177","7.3","7.7","0.16","251.721","10.601","893.083","845.584"
"5","11","8","179","260","7.3","7.7","0.16","373.583","12.201","1331.138","1268.117"
"5","11","9","478","247","8.5","7.7","0.16","628.456","16.745","2216.702","2122.301"
"5","11","10","642","220","9.7","7.7","0.16","800.476","20.198","2781.744","2667.321"
"5","11","11","664","206","10.2","7.4","0.16","850.738","21.675","2933.419","2813.622"
"5","11","12","386","339","10.7","7","0.16","733.029","20.967","2520.633","2415.463"
"5","11","13","149","329","11.2","6.7","0.16","483.841","18.179","1670.311","1595.271"
"5","11","14","527","209","11.3","6.7","0.16","662.791","20.896","2300.747","2203.368"
"5","11","15","557","195","11.3","6.7","0.16","595.719","19.938","2086.139","1996.365"
"5","11","16","444","187","11.4","6.7","0.16","431.044","17.658","1524.486","1454.613"
"5","11","17","335","141","10.6","5.7","0.16","255.62","14.704","874.912","828.056"
"5","11","18","134","101","9.9","4.6","0.16","113.918","11.972","368.409","339.501"
"5","11","19","6","38","9.1","3.6","0.16","35.002","9.838","110.918","91.133"
"5","11","20","0","4","7.5","2.6","0.16","3.879","7.583","7.363","0"
"5","11","21","0","0","6","1.5","0.16","0","6","0","0"
"5","11","22","0","0","4.4","0.5","0.16","0","4.4","0","0"
"5","11","23","0","0","3.6","1","0.16","0","3.6","0","0"
