"MTU (CET/CEST)","Day-ahead Price [EUR/MWh]","Currency"
"21.05.2024 07:00 - 21.05.2024 08:00","54.68","EUR"
"21.05.2024 08:00 - 21.05.2024 09:00","35.38","EUR"
"21.05.2024 09:00 - 21.05.2024 10:00","30.29","EUR"
"21.05.2024 10:00 - 21.05.2024 11:00","25.15","EUR"
"21.05.2024 11:00 - 21.05.2024 12:00","20.66","EUR"
"21.05.2024 12:00 - 21.05.2024 13:00","18.33","EUR"
"21.05.2024 13:00 - 21.05.2024 14:00","15.04","EUR"
"21.05.2024 14:00 - 21.05.2024 15:00","20.75","EUR"
"21.05.2024 15:00 - 21.05.2024 16:00","24.99","EUR"
"21.05.2024 16:00 - 21.05.2024 17:00","31.14","EUR"
"21.05.2024 17:00 - 21.05.2024 18:00","33.83","EUR"
"21.05.2024 18:00 - 21.05.2024 19:00","33.83","EUR"
"21.05.2024 19:00 - 21.05.2024 20:00","30.69","EUR"
"21.05.2024 20:00 - 21.05.2024 21:00","30.2","EUR"
"21.05.2024 21:00 - 21.05.2024 22:00","13.94","EUR"
"21.05.2024 22:00 - 21.05.2024 23:00","8.33","EUR"
"21.05.2024 23:00 - 22.05.2024 00:00","3.42","EUR"
"22.05.2024 00:00 - 22.05.2024 01:00","2.81","EUR"
"22.05.2024 01:00 - 22.05.2024 02:00","2.63","EUR"
"22.05.2024 02:00 - 22.05.2024 03:00","2.39","EUR"
"22.05.2024 03:00 - 22.05.2024 04:00","2.92","EUR"
"22.05.2024 04:00 - 22.05.2024 05:00","4.94","EUR"
"22.05.2024 05:00 - 22.05.2024 06:00","23.97","EUR"
"22.05.2024 06:00 - 22.05.2024 07:00","36.45","EUR"
"22.05.2024 07:00 - 22.05.2024 08:00","38.09","EUR"
"22.05.2024 08:00 - 22.05.2024 09:00","33.28","EUR"
"22.05.2024 09:00 - 22.05.2024 10:00","23.13","EUR"
"22.05.2024 10:00 - 22.05.2024 11:00","9.34","EUR"
"22.05.2024 11:00 - 22.05.2024 12:00","4.92","EUR"
"22.05.2024 12:00 - 22.05.2024 13:00","3.61","EUR"
"22.05.2024 13:00 - 22.05.2024 14:00","3.08","EUR"
"22.05.2024 14:00 - 22.05.2024 15:00","3.03","EUR"
"22.05.2024 15:00 - 22.05.2024 16:00","4.29","EUR"
"22.05.2024 16:00 - 22.05.2024 17:00","7.84","EUR"
"22.05.2024 17:00 - 22.05.2024 18:00","10.13","EUR"
"22.05.2024 18:00 - 22.05.2024 19:00","10.0","EUR"
"22.05.2024 19:00 - 22.05.2024 20:00","4.98","EUR"
"22.05.2024 20:00 - 22.05.2024 21:00","4.12","EUR"
"22.05.2024 21:00 - 22.05.2024 22:00","2.5","EUR"
"22.05.2024 22:00 - 22.05.2024 23:00","0.16","EUR"
"22.05.2024 23:00 - 23.05.2024 00:00","1.5","EUR"
"23.05.2024 00:00 - 23.05.2024 01:00","0.93","EUR"
"23.05.2024 01:00 - 23.05.2024 02:00","0.25","EUR"
"23.05.2024 02:00 - 23.05.2024 03:00","0.0","EUR"
"23.05.2024 03:00 - 23.05.2024 04:00","0.14","EUR"
"23.05.2024 04:00 - 23.05.2024 05:00","1.28","EUR"
"23.05.2024 05:00 - 23.05.2024 06:00","3.09","EUR"
"23.05.2024 06:00 - 23.05.2024 07:00","10.75","EUR"
"23.05.2024 07:00 - 23.05.2024 08:00","22.42","EUR"
"23.05.2024 08:00 - 23.05.2024 09:00","15.13","EUR"
"23.05.2024 09:00 - 23.05.2024 10:00","6.98","EUR"
"23.05.2024 10:00 - 23.05.2024 11:00","4.32","EUR"
"23.05.2024 11:00 - 23.05.2024 12:00","2.99","EUR"
"23.05.2024 12:00 - 23.05.2024 13:00","1.77","EUR"
"23.05.2024 13:00 - 23.05.2024 14:00","1.2","EUR"
"23.05.2024 14:00 - 23.05.2024 15:00","1.18","EUR"
"23.05.2024 15:00 - 23.05.2024 16:00","1.29","EUR"
"23.05.2024 16:00 - 23.05.2024 17:00","2.51","EUR"
"23.05.2024 17:00 - 23.05.2024 18:00","4.13","EUR"
"23.05.2024 18:00 - 23.05.2024 19:00","4.2","EUR"
"23.05.2024 19:00 - 23.05.2024 20:00","2.88","EUR"
"23.05.2024 20:00 - 23.05.2024 21:00","1.51","EUR"
"23.05.2024 21:00 - 23.05.2024 22:00","0.0","EUR"
"23.05.2024 22:00 - 23.05.2024 23:00","-0.85","EUR"
"23.05.2024 23:00 - 24.05.2024 00:00","-2.46","EUR"
"24.05.2024 00:00 - 24.05.2024 01:00","-2.49","EUR"
"24.05.2024 01:00 - 24.05.2024 02:00","-2.24","EUR"
"24.05.2024 02:00 - 24.05.2024 03:00","-1.97","EUR"
"24.05.2024 03:00 - 24.05.2024 04:00","-0.61","EUR"
"24.05.2024 04:00 - 24.05.2024 05:00","0.03","EUR"
"24.05.2024 05:00 - 24.05.2024 06:00","4.87","EUR"
"24.05.2024 06:00 - 24.05.2024 07:00","24.19","EUR"
"24.05.2024 07:00 - 24.05.2024 08:00","65.0","EUR"
"24.05.2024 08:00 - 24.05.2024 09:00","57.41","EUR"
"24.05.2024 09:00 - 24.05.2024 10:00","30.8","EUR"
"24.05.2024 10:00 - 24.05.2024 11:00","26.28","EUR"
"24.05.2024 11:00 - 24.05.2024 12:00","23.34","EUR"
"24.05.2024 12:00 - 24.05.2024 13:00","20.97","EUR"
"24.05.2024 13:00 - 24.05.2024 14:00","16.39","EUR"
"24.05.2024 14:00 - 24.05.2024 15:00","12.44","EUR"
"24.05.2024 15:00 - 24.05.2024 16:00","16.39","EUR"
"24.05.2024 16:00 - 24.05.2024 17:00","22.46","EUR"
"24.05.2024 17:00 - 24.05.2024 18:00","24.94","EUR"
"24.05.2024 18:00 - 24.05.2024 19:00","26.39","EUR"
"24.05.2024 19:00 - 24.05.2024 20:00","23.7","EUR"
"24.05.2024 20:00 - 24.05.2024 21:00","20.62","EUR"
"24.05.2024 21:00 - 24.05.2024 22:00","13.73","EUR"
"24.05.2024 22:00 - 24.05.2024 23:00","6.45","EUR"
"24.05.2024 23:00 - 25.05.2024 00:00","6.11","EUR"
"25.05.2024 00:00 - 25.05.2024 01:00","6.23","EUR"
"25.05.2024 01:00 - 25.05.2024 02:00","6.08","EUR"
"25.05.2024 02:00 - 25.05.2024 03:00","6.3","EUR"
"25.05.2024 03:00 - 25.05.2024 04:00","6.55","EUR"
"25.05.2024 04:00 - 25.05.2024 05:00","6.98","EUR"
"25.05.2024 05:00 - 25.05.2024 06:00","10.23","EUR"
"25.05.2024 06:00 - 25.05.2024 07:00","16.87","EUR"
"25.05.2024 07:00 - 25.05.2024 08:00","20.92","EUR"
"25.05.2024 08:00 - 25.05.2024 09:00","20.45","EUR"
"25.05.2024 09:00 - 25.05.2024 10:00","15.16","EUR"
"25.05.2024 10:00 - 25.05.2024 11:00","9.11","EUR"
"25.05.2024 11:00 - 25.05.2024 12:00","3.24","EUR"
"25.05.2024 12:00 - 25.05.2024 13:00","0.04","EUR"
"25.05.2024 13:00 - 25.05.2024 14:00","0.0","EUR"
"25.05.2024 14:00 - 25.05.2024 15:00","1.05","EUR"
"25.05.2024 15:00 - 25.05.2024 16:00","11.6","EUR"
"25.05.2024 16:00 - 25.05.2024 17:00","15.7","EUR"
"25.05.2024 17:00 - 25.05.2024 18:00","18.01","EUR"
"25.05.2024 18:00 - 25.05.2024 19:00","15.25","EUR"
"25.05.2024 19:00 - 25.05.2024 20:00","10.75","EUR"
"25.05.2024 20:00 - 25.05.2024 21:00","5.42","EUR"
"25.05.2024 21:00 - 25.05.2024 22:00","3.86","EUR"
"25.05.2024 22:00 - 25.05.2024 23:00","2.42","EUR"
"25.05.2024 23:00 - 26.05.2024 00:00","1.64","EUR"
"26.05.2024 00:00 - 26.05.2024 01:00","1.95","EUR"
"26.05.2024 01:00 - 26.05.2024 02:00","1.98","EUR"
"26.05.2024 02:00 - 26.05.2024 03:00","2.0","EUR"
"26.05.2024 03:00 - 26.05.2024 04:00","2.26","EUR"
"26.05.2024 04:00 - 26.05.2024 05:00","2.49","EUR"
"26.05.2024 05:00 - 26.05.2024 06:00","3.07","EUR"
"26.05.2024 06:00 - 26.05.2024 07:00","4.51","EUR"
"26.05.2024 07:00 - 26.05.2024 08:00","7.08","EUR"
"26.05.2024 08:00 - 26.05.2024 09:00","1.25","EUR"
"26.05.2024 09:00 - 26.05.2024 10:00","0.0","EUR"
"26.05.2024 10:00 - 26.05.2024 11:00","-0.09","EUR"
"26.05.2024 11:00 - 26.05.2024 12:00","-2.12","EUR"
"26.05.2024 12:00 - 26.05.2024 13:00","-6.05","EUR"
"26.05.2024 13:00 - 26.05.2024 14:00","-5.1","EUR"
"26.05.2024 14:00 - 26.05.2024 15:00","-2.79","EUR"
"26.05.2024 15:00 - 26.05.2024 16:00","1.18","EUR"
"26.05.2024 16:00 - 26.05.2024 17:00","9.03","EUR"
"26.05.2024 17:00 - 26.05.2024 18:00","12.1","EUR"
"26.05.2024 18:00 - 26.05.2024 19:00","12.59","EUR"
"26.05.2024 19:00 - 26.05.2024 20:00","7.66","EUR"
"26.05.2024 20:00 - 26.05.2024 21:00","4.59","EUR"
"26.05.2024 21:00 - 26.05.2024 22:00","2.81","EUR"
"26.05.2024 22:00 - 26.05.2024 23:00","0.91","EUR"
"26.05.2024 23:00 - 27.05.2024 00:00","-1.73","EUR"
"27.05.2024 00:00 - 27.05.2024 01:00","-1.73","EUR"
"27.05.2024 01:00 - 27.05.2024 02:00","-1.79","EUR"
"27.05.2024 02:00 - 27.05.2024 03:00","-1.56","EUR"
"27.05.2024 03:00 - 27.05.2024 04:00","-0.15","EUR"
"27.05.2024 04:00 - 27.05.2024 05:00","0.4","EUR"
"27.05.2024 05:00 - 27.05.2024 06:00","2.9","EUR"
"27.05.2024 06:00 - 27.05.2024 07:00","7.71","EUR"
"27.05.2024 07:00 - 27.05.2024 08:00","11.91","EUR"
"27.05.2024 08:00 - 27.05.2024 09:00","7.81","EUR"
"27.05.2024 09:00 - 27.05.2024 10:00","4.23","EUR"
"27.05.2024 10:00 - 27.05.2024 11:00","2.72","EUR"
"27.05.2024 11:00 - 27.05.2024 12:00","1.71","EUR"
"27.05.2024 12:00 - 27.05.2024 13:00","1.46","EUR"
"27.05.2024 13:00 - 27.05.2024 14:00","1.5","EUR"
"27.05.2024 14:00 - 27.05.2024 15:00","1.81","EUR"
"27.05.2024 15:00 - 27.05.2024 16:00","2.35","EUR"
"27.05.2024 16:00 - 27.05.2024 17:00","3.55","EUR"
"27.05.2024 17:00 - 27.05.2024 18:00","4.18","EUR"
"27.05.2024 18:00 - 27.05.2024 19:00","4.26","EUR"
"27.05.2024 19:00 - 27.05.2024 20:00","3.7","EUR"
"27.05.2024 20:00 - 27.05.2024 21:00","2.78","EUR"
"27.05.2024 21:00 - 27.05.2024 22:00","1.38","EUR"
"27.05.2024 22:00 - 27.05.2024 23:00","-0.01","EUR"
"27.05.2024 23:00 - 28.05.2024 00:00","-1.03","EUR"
"28.05.2024 00:00 - 28.05.2024 01:00","-1.73","EUR"
"28.05.2024 01:00 - 28.05.2024 02:00","-2.0","EUR"
"28.05.2024 02:00 - 28.05.2024 03:00","-2.01","EUR"
"28.05.2024 03:00 - 28.05.2024 04:00","-1.0","EUR"
"28.05.2024 04:00 - 28.05.2024 05:00","0.84","EUR"
"28.05.2024 05:00 - 28.05.2024 06:00","3.88","EUR"
"28.05.2024 06:00 - 28.05.2024 07:00","12.73","EUR"
"28.05.2024 07:00 - 28.05.2024 08:00","15.61","EUR"
"28.05.2024 08:00 - 28.05.2024 09:00","14.04","EUR"
"28.05.2024 09:00 - 28.05.2024 10:00","8.18","EUR"
"28.05.2024 10:00 - 28.05.2024 11:00","4.81","EUR"
"28.05.2024 11:00 - 28.05.2024 12:00","3.8","EUR"
"28.05.2024 12:00 - 28.05.2024 13:00","2.81","EUR"
"28.05.2024 13:00 - 28.05.2024 14:00","2.22","EUR"
"28.05.2024 14:00 - 28.05.2024 15:00","2.27","EUR"
"28.05.2024 15:00 - 28.05.2024 16:00","2.91","EUR"
"28.05.2024 16:00 - 28.05.2024 17:00","4.85","EUR"
"28.05.2024 17:00 - 28.05.2024 18:00","7.54","EUR"
"28.05.2024 18:00 - 28.05.2024 19:00","12.5","EUR"
"28.05.2024 19:00 - 28.05.2024 20:00","9.66","EUR"
"28.05.2024 20:00 - 28.05.2024 21:00","7.88","EUR"
"28.05.2024 21:00 - 28.05.2024 22:00","4.51","EUR"
"28.05.2024 22:00 - 28.05.2024 23:00","2.27","EUR"
"28.05.2024 23:00 - 29.05.2024 00:00","0.92","EUR"
"29.05.2024 00:00 - 29.05.2024 01:00","0.79","EUR"
"29.05.2024 01:00 - 29.05.2024 02:00","0.85","EUR"
"29.05.2024 02:00 - 29.05.2024 03:00","1.16","EUR"
"29.05.2024 03:00 - 29.05.2024 04:00","1.97","EUR"
"29.05.2024 04:00 - 29.05.2024 05:00","3.01","EUR"
"29.05.2024 05:00 - 29.05.2024 06:00","18.01","EUR"
"29.05.2024 06:00 - 29.05.2024 07:00","61.98","EUR"
"29.05.2024 07:00 - 29.05.2024 08:00","91.81","EUR"
"29.05.2024 08:00 - 29.05.2024 09:00","88.29","EUR"
"29.05.2024 09:00 - 29.05.2024 10:00","67.96","EUR"
"29.05.2024 10:00 - 29.05.2024 11:00","62.21","EUR"
"29.05.2024 11:00 - 29.05.2024 12:00","59.05","EUR"
"29.05.2024 12:00 - 29.05.2024 13:00","62.19","EUR"
"29.05.2024 13:00 - 29.05.2024 14:00","42.01","EUR"
"29.05.2024 14:00 - 29.05.2024 15:00","200.0","EUR"
"29.05.2024 15:00 - 29.05.2024 16:00","249.92","EUR"
"29.05.2024 16:00 - 29.05.2024 17:00","52.9","EUR"
"29.05.2024 17:00 - 29.05.2024 18:00","116.65","EUR"
"29.05.2024 18:00 - 29.05.2024 19:00","83.91","EUR"
"29.05.2024 19:00 - 29.05.2024 20:00","61.21","EUR"
"29.05.2024 20:00 - 29.05.2024 21:00","37.11","EUR"
"29.05.2024 21:00 - 29.05.2024 22:00","5.09","EUR"
"29.05.2024 22:00 - 29.05.2024 23:00","3.09","EUR"
"29.05.2024 23:00 - 30.05.2024 00:00","1.82","EUR"
"30.05.2024 00:00 - 30.05.2024 01:00","1.08","EUR"
"30.05.2024 01:00 - 30.05.2024 02:00","1.25","EUR"
"30.05.2024 02:00 - 30.05.2024 03:00","1.81","EUR"
"30.05.2024 03:00 - 30.05.2024 04:00","2.69","EUR"
"30.05.2024 04:00 - 30.05.2024 05:00","5.21","EUR"
"30.05.2024 05:00 - 30.05.2024 06:00","60.03","EUR"
"30.05.2024 06:00 - 30.05.2024 07:00","142.0","EUR"
"30.05.2024 07:00 - 30.05.2024 08:00","106.54","EUR"
"30.05.2024 08:00 - 30.05.2024 09:00","141.99","EUR"
"30.05.2024 09:00 - 30.05.2024 10:00","141.99","EUR"
"30.05.2024 10:00 - 30.05.2024 11:00","100.0","EUR"
"30.05.2024 11:00 - 30.05.2024 12:00","109.91","EUR"
"30.05.2024 12:00 - 30.05.2024 13:00","141.14","EUR"
"30.05.2024 13:00 - 30.05.2024 14:00","200.04","EUR"
"30.05.2024 14:00 - 30.05.2024 15:00","144.63","EUR"
"30.05.2024 15:00 - 30.05.2024 16:00","179.42","EUR"
"30.05.2024 16:00 - 30.05.2024 17:00","195.37","EUR"
"30.05.2024 17:00 - 30.05.2024 18:00","249.92","EUR"
"30.05.2024 18:00 - 30.05.2024 19:00","173.06","EUR"
"30.05.2024 19:00 - 30.05.2024 20:00","60.95","EUR"
"30.05.2024 20:00 - 30.05.2024 21:00","42.67","EUR"
"30.05.2024 21:00 - 30.05.2024 22:00","14.96","EUR"
"30.05.2024 22:00 - 30.05.2024 23:00","6.03","EUR"
"30.05.2024 23:00 - 31.05.2024 00:00","7.11","EUR"
"31.05.2024 00:00 - 31.05.2024 01:00","6.85","EUR"
"31.05.2024 01:00 - 31.05.2024 02:00","7.12","EUR"
"31.05.2024 02:00 - 31.05.2024 03:00","7.19","EUR"
"31.05.2024 03:00 - 31.05.2024 04:00","9.14","EUR"
"31.05.2024 04:00 - 31.05.2024 05:00","13.53","EUR"
"31.05.2024 05:00 - 31.05.2024 06:00","86.37","EUR"
"31.05.2024 06:00 - 31.05.2024 07:00","122.94","EUR"
"31.05.2024 07:00 - 31.05.2024 08:00","109.67","EUR"
"31.05.2024 08:00 - 31.05.2024 09:00","101.18","EUR"
"31.05.2024 09:00 - 31.05.2024 10:00","90.29","EUR"
"31.05.2024 10:00 - 31.05.2024 11:00","82.5","EUR"
"31.05.2024 11:00 - 31.05.2024 12:00","75.44","EUR"
"31.05.2024 12:00 - 31.05.2024 13:00","69.11","EUR"
"31.05.2024 13:00 - 31.05.2024 14:00","65.82","EUR"
"31.05.2024 14:00 - 31.05.2024 15:00","67.37","EUR"
"31.05.2024 15:00 - 31.05.2024 16:00","71.98","EUR"
"31.05.2024 16:00 - 31.05.2024 17:00","80.67","EUR"
"31.05.2024 17:00 - 31.05.2024 18:00","104.47","EUR"
"31.05.2024 18:00 - 31.05.2024 19:00","98.45","EUR"
"31.05.2024 19:00 - 31.05.2024 20:00","18.59","EUR"
"31.05.2024 20:00 - 31.05.2024 21:00","18.22","EUR"
"31.05.2024 21:00 - 31.05.2024 22:00","12.45","EUR"
"31.05.2024 22:00 - 31.05.2024 23:00","7.71","EUR"
"31.05.2024 23:00 - 01.06.2024 00:00","15.5","EUR"
"01.06.2024 00:00 - 01.06.2024 01:00","15.11","EUR"
"01.06.2024 01:00 - 01.06.2024 02:00","14.06","EUR"
"01.06.2024 02:00 - 01.06.2024 03:00","13.14","EUR"
"01.06.2024 03:00 - 01.06.2024 04:00","13.5","EUR"
"01.06.2024 04:00 - 01.06.2024 05:00","13.94","EUR"
"01.06.2024 05:00 - 01.06.2024 06:00","14.98","EUR"
"01.06.2024 06:00 - 01.06.2024 07:00","17.46","EUR"
"01.06.2024 07:00 - 01.06.2024 08:00","21.17","EUR"
"01.06.2024 08:00 - 01.06.2024 09:00","22.44","EUR"
"01.06.2024 09:00 - 01.06.2024 10:00","21.52","EUR"
"01.06.2024 10:00 - 01.06.2024 11:00","20.7","EUR"
"01.06.2024 11:00 - 01.06.2024 12:00","20.3","EUR"
"01.06.2024 12:00 - 01.06.2024 13:00","19.07","EUR"
"01.06.2024 13:00 - 01.06.2024 14:00","21.0","EUR"
"01.06.2024 14:00 - 01.06.2024 15:00","21.33","EUR"
"01.06.2024 15:00 - 01.06.2024 16:00","18.2","EUR"
"01.06.2024 16:00 - 01.06.2024 17:00","36.08","EUR"
"01.06.2024 17:00 - 01.06.2024 18:00","43.88","EUR"
"01.06.2024 18:00 - 01.06.2024 19:00","40.01","EUR"
"01.06.2024 19:00 - 01.06.2024 20:00","21.6","EUR"
"01.06.2024 20:00 - 01.06.2024 21:00","26.8","EUR"
"01.06.2024 21:00 - 01.06.2024 22:00","18.4","EUR"
"01.06.2024 22:00 - 01.06.2024 23:00","11.51","EUR"
"01.06.2024 23:00 - 02.06.2024 00:00","4.13","EUR"
"02.06.2024 00:00 - 02.06.2024 01:00","2.61","EUR"
"02.06.2024 01:00 - 02.06.2024 02:00","1.65","EUR"
"02.06.2024 02:00 - 02.06.2024 03:00","0.99","EUR"
"02.06.2024 03:00 - 02.06.2024 04:00","1.1","EUR"
"02.06.2024 04:00 - 02.06.2024 05:00","2.12","EUR"
"02.06.2024 05:00 - 02.06.2024 06:00","4.9","EUR"
"02.06.2024 06:00 - 02.06.2024 07:00","4.11","EUR"
"02.06.2024 07:00 - 02.06.2024 08:00","2.99","EUR"
"02.06.2024 08:00 - 02.06.2024 09:00","7.88","EUR"
"02.06.2024 09:00 - 02.06.2024 10:00","7.22","EUR"
"02.06.2024 10:00 - 02.06.2024 11:00","11.91","EUR"
"02.06.2024 11:00 - 02.06.2024 12:00","14.53","EUR"
"02.06.2024 12:00 - 02.06.2024 13:00","19.13","EUR"
"02.06.2024 13:00 - 02.06.2024 14:00","21.41","EUR"
"02.06.2024 14:00 - 02.06.2024 15:00","16.57","EUR"
"02.06.2024 15:00 - 02.06.2024 16:00","40.0","EUR"
"02.06.2024 16:00 - 02.06.2024 17:00","40.0","EUR"
"02.06.2024 17:00 - 02.06.2024 18:00","101.75","EUR"
"02.06.2024 18:00 - 02.06.2024 19:00","110.28","EUR"
"02.06.2024 19:00 - 02.06.2024 20:00","42.73","EUR"
"02.06.2024 20:00 - 02.06.2024 21:00","82.51","EUR"
"02.06.2024 21:00 - 02.06.2024 22:00","68.09","EUR"
"02.06.2024 22:00 - 02.06.2024 23:00","13.96","EUR"
"02.06.2024 23:00 - 03.06.2024 00:00","10.67","EUR"
"03.06.2024 00:00 - 03.06.2024 01:00","9.44","EUR"
"03.06.2024 01:00 - 03.06.2024 02:00","8.5","EUR"
"03.06.2024 02:00 - 03.06.2024 03:00","7.82","EUR"
"03.06.2024 03:00 - 03.06.2024 04:00","8.82","EUR"
"03.06.2024 04:00 - 03.06.2024 05:00","9.65","EUR"
"03.06.2024 05:00 - 03.06.2024 06:00","130.08","EUR"
"03.06.2024 06:00 - 03.06.2024 07:00","250.0","EUR"
"03.06.2024 07:00 - 03.06.2024 08:00","200.02","EUR"
"03.06.2024 08:00 - 03.06.2024 09:00","190.04","EUR"
"03.06.2024 09:00 - 03.06.2024 10:00","136.07","EUR"
"03.06.2024 10:00 - 03.06.2024 11:00","122.96","EUR"
"03.06.2024 11:00 - 03.06.2024 12:00","100.16","EUR"
"03.06.2024 12:00 - 03.06.2024 13:00","80.04","EUR"
"03.06.2024 13:00 - 03.06.2024 14:00","72.04","EUR"
"03.06.2024 14:00 - 03.06.2024 15:00","72.07","EUR"
"03.06.2024 15:00 - 03.06.2024 16:00","76.61","EUR"
"03.06.2024 16:00 - 03.06.2024 17:00","109.56","EUR"
"03.06.2024 17:00 - 03.06.2024 18:00","133.05","EUR"
"03.06.2024 18:00 - 03.06.2024 19:00","182.37","EUR"
"03.06.2024 19:00 - 03.06.2024 20:00","40.01","EUR"
"03.06.2024 20:00 - 03.06.2024 21:00","15.17","EUR"
"03.06.2024 21:00 - 03.06.2024 22:00","9.75","EUR"
"03.06.2024 22:00 - 03.06.2024 23:00","4.41","EUR"
"03.06.2024 23:00 - 04.06.2024 00:00","5.37","EUR"
"04.06.2024 00:00 - 04.06.2024 01:00","1.84","EUR"
"04.06.2024 01:00 - 04.06.2024 02:00","1.37","EUR"
"04.06.2024 02:00 - 04.06.2024 03:00","1.91","EUR"
"04.06.2024 03:00 - 04.06.2024 04:00","3.07","EUR"
"04.06.2024 04:00 - 04.06.2024 05:00","14.48","EUR"
"04.06.2024 05:00 - 04.06.2024 06:00","141.89","EUR"
"04.06.2024 06:00 - 04.06.2024 07:00","173.33","EUR"
"04.06.2024 07:00 - 04.06.2024 08:00","140.53","EUR"
"04.06.2024 08:00 - 04.06.2024 09:00","110.88","EUR"
"04.06.2024 09:00 - 04.06.2024 10:00","90.38","EUR"
"04.06.2024 10:00 - 04.06.2024 11:00","79.36","EUR"
"04.06.2024 11:00 - 04.06.2024 12:00","67.43","EUR"
"04.06.2024 12:00 - 04.06.2024 13:00","55.41","EUR"
"04.06.2024 13:00 - 04.06.2024 14:00","50.01","EUR"
"04.06.2024 14:00 - 04.06.2024 15:00","86.02","EUR"
"04.06.2024 15:00 - 04.06.2024 16:00","111.05","EUR"
"04.06.2024 16:00 - 04.06.2024 17:00","128.45","EUR"
"04.06.2024 17:00 - 04.06.2024 18:00","200.01","EUR"
"04.06.2024 18:00 - 04.06.2024 19:00","250.04","EUR"
"04.06.2024 19:00 - 04.06.2024 20:00","225.77","EUR"
"04.06.2024 20:00 - 04.06.2024 21:00","200.01","EUR"
"04.06.2024 21:00 - 04.06.2024 22:00","111.03","EUR"
"04.06.2024 22:00 - 04.06.2024 23:00","27.75","EUR"
"04.06.2024 23:00 - 05.06.2024 00:00","4.66","EUR"
"05.06.2024 00:00 - 05.06.2024 01:00","2.79","EUR"
"05.06.2024 01:00 - 05.06.2024 02:00","2.24","EUR"
"05.06.2024 02:00 - 05.06.2024 03:00","1.58","EUR"
"05.06.2024 03:00 - 05.06.2024 04:00","1.92","EUR"
"05.06.2024 04:00 - 05.06.2024 05:00","4.56","EUR"
"05.06.2024 05:00 - 05.06.2024 06:00","18.61","EUR"
"05.06.2024 06:00 - 05.06.2024 07:00","146.88","EUR"
"05.06.2024 07:00 - 05.06.2024 08:00","114.13","EUR"
"05.06.2024 08:00 - 05.06.2024 09:00","55.0","EUR"
"05.06.2024 09:00 - 05.06.2024 10:00","40.0","EUR"
"05.06.2024 10:00 - 05.06.2024 11:00","23.61","EUR"
"05.06.2024 11:00 - 05.06.2024 12:00","23.48","EUR"
"05.06.2024 12:00 - 05.06.2024 13:00","12.78","EUR"
"05.06.2024 13:00 - 05.06.2024 14:00","7.79","EUR"
"05.06.2024 14:00 - 05.06.2024 15:00","5.28","EUR"
"05.06.2024 15:00 - 05.06.2024 16:00","5.01","EUR"
"05.06.2024 16:00 - 05.06.2024 17:00","5.34","EUR"
"05.06.2024 17:00 - 05.06.2024 18:00","8.67","EUR"
"05.06.2024 18:00 - 05.06.2024 19:00","11.3","EUR"
"05.06.2024 19:00 - 05.06.2024 20:00","12.11","EUR"
"05.06.2024 20:00 - 05.06.2024 21:00","12.41","EUR"
"05.06.2024 21:00 - 05.06.2024 22:00","11.29","EUR"
"05.06.2024 22:00 - 05.06.2024 23:00","7.36","EUR"
"05.06.2024 23:00 - 06.06.2024 00:00","0.01","EUR"
"06.06.2024 00:00 - 06.06.2024 01:00","2.22","EUR"
"06.06.2024 01:00 - 06.06.2024 02:00","5.85","EUR"
"06.06.2024 02:00 - 06.06.2024 03:00","7.87","EUR"
"06.06.2024 03:00 - 06.06.2024 04:00","10.42","EUR"
"06.06.2024 04:00 - 06.06.2024 05:00","12.98","EUR"
"06.06.2024 05:00 - 06.06.2024 06:00","14.77","EUR"
"06.06.2024 06:00 - 06.06.2024 07:00","48.05","EUR"
"06.06.2024 07:00 - 06.06.2024 08:00","60.01","EUR"
"06.06.2024 08:00 - 06.06.2024 09:00","45.01","EUR"
"06.06.2024 09:00 - 06.06.2024 10:00","32.9","EUR"
"06.06.2024 10:00 - 06.06.2024 11:00","14.83","EUR"
"06.06.2024 11:00 - 06.06.2024 12:00","13.88","EUR"
"06.06.2024 12:00 - 06.06.2024 13:00","12.65","EUR"
"06.06.2024 13:00 - 06.06.2024 14:00","12.55","EUR"
"06.06.2024 14:00 - 06.06.2024 15:00","13.09","EUR"
"06.06.2024 15:00 - 06.06.2024 16:00","14.79","EUR"
"06.06.2024 16:00 - 06.06.2024 17:00","17.0","EUR"
"06.06.2024 17:00 - 06.06.2024 18:00","18.96","EUR"
"06.06.2024 18:00 - 06.06.2024 19:00","22.71","EUR"
"06.06.2024 19:00 - 06.06.2024 20:00","19.4","EUR"
"06.06.2024 20:00 - 06.06.2024 21:00","18.78","EUR"
"06.06.2024 21:00 - 06.06.2024 22:00","15.78","EUR"
"06.06.2024 22:00 - 06.06.2024 23:00","12.45","EUR"
"06.06.2024 23:00 - 07.06.2024 00:00","11.98","EUR"
"07.06.2024 00:00 - 07.06.2024 01:00","11.48","EUR"
"07.06.2024 01:00 - 07.06.2024 02:00","12.82","EUR"
"07.06.2024 02:00 - 07.06.2024 03:00","14.71","EUR"
"07.06.2024 03:00 - 07.06.2024 04:00","18.2","EUR"
"07.06.2024 04:00 - 07.06.2024 05:00","21.86","EUR"
"07.06.2024 05:00 - 07.06.2024 06:00","50.23","EUR"
"07.06.2024 06:00 - 07.06.2024 07:00","119.05","EUR"
"07.06.2024 07:00 - 07.06.2024 08:00","110.07","EUR"
"07.06.2024 08:00 - 07.06.2024 09:00","86.3","EUR"
